EQUIPO,operacion,Orden,DATEVALUE
17825,1,200187031,2023-07-26 07:59:42
17825,2,200187031,2023-07-26 11:36:10
17825,3,200187031,2023-07-26 13:05:59
17825,4,200187031,2023-07-26 14:31:44
17825,1,200188840,2023-07-20 08:15:51
17825,2,200188840,2023-07-20 11:28:53
17825,3,200188840,2023-07-20 12:16:18
17825,4,200188840,2023-07-20 13:49:56
17825,1,200188843,2023-07-27 07:14:23
17825,2,200188843,2023-07-27 10:42:20
17825,3,200188843,2023-07-27 11:53:45
17825,4,200188843,2023-07-27 13:30:57
17825,1,200188846,2023-08-02 09:33:15
17825,2,200188846,2023-08-02 12:41:01
17825,3,200188846,2023-08-02 13:53:36
17825,4,200188846,2023-08-02 15:34:14
17825,1,200188847,2023-08-03 06:42:30
17825,2,200188847,2023-08-03 10:16:46
17825,3,200188847,2023-08-03 11:21:03
17825,4,200188847,2023-08-03 12:38:13
17825,1,200188849,2023-09-06 08:50:24
17825,2,200188849,2023-09-06 11:54:25
17825,3,200188849,2023-09-06 13:46:14
17825,4,200188849,2023-09-06 14:42:26
17825,1,200188851,2023-09-07 07:31:48
17825,2,200188851,2023-09-07 10:59:57
17825,3,200188851,2023-09-07 12:05:04
17825,4,200188851,2023-09-07 14:06:46
17825,1,200191078,2023-09-15 09:16:59
17825,2,200191078,2023-09-15 12:53:29
17825,3,200191078,2023-09-15 13:57:02
17825,4,200191078,2023-09-15 15:29:10
17825,1,200191080,2023-09-14 07:42:07
17825,2,200191080,2023-09-14 11:06:15
17825,3,200191080,2023-09-14 12:11:17
17825,4,200191080,2023-09-14 13:47:49
17825,1,200191083,2023-09-27 09:29:21
17825,2,200191083,2023-09-27 12:56:56
17825,3,200191083,2023-09-27 14:22:19
17825,4,200191083,2023-09-27 16:12:27
17825,1,200191085,2023-09-28 10:32:59
17825,2,200191085,2023-09-28 13:56:04
17825,3,200191085,2023-09-28 15:07:15
17825,4,200191085,2023-09-28 16:50:05
17825,1,200191086,2023-10-04 08:12:42
17825,2,200191086,2023-10-04 11:40:38
17825,3,200191086,2023-10-04 12:54:37
17825,4,200191086,2023-10-04 14:22:56
17825,1,200191385,2023-10-05 10:04:41
17825,2,200191385,2023-10-05 13:23:00
17825,3,200191385,2023-10-05 14:27:58
17825,4,200191385,2023-10-05 16:08:51
17825,1,200191386,2023-10-11 12:40:28
17825,2,200191386,2023-10-11 16:14:25
17825,3,200191386,2023-10-11 17:22:10
17825,4,200191386,2023-10-11 19:04:00
17825,1,200191390,2023-10-19 09:00:16
17825,2,200191390,2023-10-19 12:03:00
17825,3,200191390,2023-10-19 13:20:57
17825,4,200191390,2023-10-19 14:41:33
17825,1,200191392,2023-10-25 08:58:35
17825,2,200191392,2023-10-25 12:21:21
17825,3,200191392,2023-10-25 13:28:15
17825,4,200191392,2023-10-25 15:05:59
17825,1,200191396,2023-11-02 10:15:43
17825,2,200191396,2023-11-02 13:38:24
17825,3,200191396,2023-11-02 14:26:13
17825,4,200191396,2023-11-02 16:04:38
17825,1,200191399,2023-10-27 10:46:47
17825,2,200191399,2023-10-27 14:14:06
17825,3,200191399,2023-10-27 15:54:16
17825,4,200191399,2023-10-27 17:30:08
17825,1,200195713,2023-11-09 10:30:59
17825,2,200195713,2023-11-09 13:50:27
17825,3,200195713,2023-11-09 14:46:37
17825,4,200195713,2023-11-09 16:16:06
17825,1,200195718,2023-11-15 08:33:07
17825,2,200195718,2023-11-15 11:50:02
17825,3,200195718,2023-11-15 12:47:50
17825,4,200195718,2023-11-15 14:33:47
17825,1,200196318,2023-11-10 09:18:05
17825,2,200196318,2023-11-10 12:36:12
17825,3,200196318,2023-11-10 13:25:10
17825,4,200196318,2023-11-10 15:02:20
17825,1,200196441,2023-11-23 08:33:34
17825,2,200196441,2023-11-23 12:00:29
17825,3,200196441,2023-11-23 12:56:41
17825,4,200196441,2023-11-23 14:30:59
17825,1,200196587,2023-11-17 09:26:27
17825,2,200196587,2023-11-17 12:56:33
17825,3,200196587,2023-11-17 13:49:58
17825,4,200196587,2023-11-17 15:39:39
17825,1,200196794,2023-11-29 08:56:28
17825,2,200196794,2023-11-29 12:07:05
17825,3,200196794,2023-11-29 13:30:52
17825,4,200196794,2023-11-29 14:30:01
17825,1,200196877,2023-12-06 07:46:12
17825,2,200196877,2023-12-06 11:02:42
17825,3,200196877,2023-12-06 11:56:19
17825,4,200196877,2023-12-06 13:37:08
17825,1,200196882,2023-12-21 09:35:25
17825,2,200196882,2023-12-21 12:57:12
17825,3,200196882,2023-12-21 13:50:54
17825,4,200196882,2023-12-21 15:40:59
17825,1,200196887,2024-01-19 09:16:03
17825,2,200196887,2024-01-19 12:12:01
17825,3,200196887,2024-01-19 13:00:47
17825,4,200196887,2024-01-19 15:30:29
17825,1,200196891,2024-01-22 09:45:58
17825,2,200196891,2024-01-22 10:30:47
17825,3,200196891,2024-01-22 11:40:50
17825,4,200196891,2024-01-22 13:18:29
17825,1,200196895,2024-01-24 10:01:39
17825,2,200196895,2024-01-24 13:28:26
17825,3,200196895,2024-01-24 14:23:31
17825,4,200196895,2024-01-24 16:12:08
17825,1,200196898,2024-01-29 08:49:24
17825,2,200196898,2024-01-29 11:53:32
17825,3,200196898,2024-01-29 12:45:10
17825,4,200196898,2024-01-29 14:32:49
17825,1,200196902,2024-02-05 08:21:43
17825,2,200196902,2024-02-05 11:37:15
17825,3,200196902,2024-02-05 12:34:24
17825,4,200196902,2024-02-05 14:18:12
17825,1,200196903,2024-01-31 08:34:11
17825,2,200196903,2024-01-31 11:56:20
17825,3,200196903,2024-01-31 12:40:39
17825,4,200196903,2024-01-31 14:31:08
17825,1,200197370,2023-12-01 10:07:23
17825,2,200197370,2023-12-01 13:33:07
17825,3,200197370,2023-12-01 14:19:25
17825,4,200197370,2023-12-01 16:19:01
17825,1,200199616,2024-02-07 10:25:43
17825,2,200199616,2024-02-07 14:01:47
17825,3,200199616,2024-02-07 14:46:50
17825,4,200199616,2024-02-07 16:33:25
17825,1,200202553,2024-04-29 08:17:13
17825,2,200202553,2024-04-29 11:36:52
17825,3,200202553,2024-04-29 12:29:36
17825,4,200202553,2024-04-29 14:10:30
17825,1,200202558,2024-05-16 07:18:01
17825,2,200202558,2024-05-16 10:51:35
17825,3,200202558,2024-05-16 11:43:01
17825,4,200202558,2024-05-16 13:23:26
17825,1,200205525,2024-06-06 07:19:53
17825,2,200205525,2024-06-06 10:51:22
17825,3,200205525,2024-06-06 11:36:20
17825,4,200205525,2024-06-06 13:02:21
17825,1,200205527,2024-05-23 07:04:23
17825,2,200205527,2024-05-23 10:38:24
17825,3,200205527,2024-05-23 11:30:08
17825,4,200205527,2024-05-23 13:05:27
17825,1,200205528,2024-05-22 08:36:18
17825,2,200205528,2024-05-22 12:03:48
17825,3,200205528,2024-05-22 12:52:39
17825,4,200205528,2024-05-22 14:24:41
17825,1,200205530,2024-05-27 08:26:49
17825,2,200205530,2024-05-27 11:27:11
17825,3,200205530,2024-05-27 12:16:49
17825,4,200205530,2024-05-27 13:59:10
17825,1,200205531,2024-05-30 07:23:34
17825,2,200205531,2024-05-30 11:26:24
17825,3,200205531,2024-05-30 12:13:53
17825,4,200205531,2024-05-30 13:55:00
17825,1,200205684,2024-06-13 06:27:18
17825,2,200205684,2024-06-13 09:48:02
17825,3,200205684,2024-06-13 10:46:08
17825,4,200205684,2024-06-13 12:29:59
17825,1,200205689,2024-07-08 07:56:36
17825,2,200205689,2024-07-08 10:53:46
17825,3,200205689,2024-07-08 11:42:32
17825,4,200205689,2024-07-08 13:29:49
17825,1,200205694,2024-07-04 07:51:20
17825,2,200205694,2024-07-04 11:13:16
17825,3,200205694,2024-07-04 12:02:48
17825,4,200205694,2024-07-04 13:39:43
17825,1,200209964,2024-07-18 07:58:01
17825,2,200209964,2024-07-18 11:36:57
17825,3,200209964,2024-07-18 12:19:14
17825,4,200209964,2024-07-18 14:02:50
17825,1,200209970,2024-07-22 07:08:59
17825,2,200209970,2024-07-22 10:27:37
17825,3,200209970,2024-07-22 11:27:14
17825,4,200209970,2024-07-22 13:04:36
17825,1,200209983,2024-07-29 07:13:21
17825,2,200209983,2024-07-29 10:35:08
17825,3,200209983,2024-07-29 11:24:48
17825,4,200209983,2024-07-29 13:09:30
17825,1,200209985,2024-07-31 07:26:37
17825,2,200209985,2024-07-31 11:05:43
17825,3,200209985,2024-07-31 11:56:32
17825,4,200209985,2024-07-31 13:36:41
17825,1,200210971,2024-07-24 06:47:07
17825,2,200210971,2024-07-24 10:29:42
17825,3,200210971,2024-07-24 11:18:34
17825,4,200210971,2024-07-24 13:01:55
17825,1,200211467,2024-08-01 07:03:58
17825,2,200211467,2024-08-01 10:46:06
17825,3,200211467,2024-08-01 11:33:41
17825,4,200211467,2024-08-01 13:13:04
12912,1,10005236,2023-11-30 08:38:34
12912,2,10005236,2023-11-30 11:46:33
12912,3,10005236,2023-11-30 12:50:22
12912,4,10005236,2023-11-30 14:27:29
12912,1,10005261,2024-02-02 08:39:16
12912,2,10005261,2024-02-02 11:03:18
12912,3,10005261,2024-02-02 11:50:13
12912,4,10005261,2024-02-02 13:30:48
12912,1,200182428,2023-03-24 08:11:53
12912,2,200182428,2023-03-24 11:32:53
12912,3,200182428,2023-03-24 13:09:42
12912,4,200182428,2023-03-24 14:29:39
12912,1,200182436,2023-04-20 07:19:39
12912,2,200182436,2023-04-20 10:35:17
12912,3,200182436,2023-04-20 17:15:13
12912,4,200182436,2023-04-20 17:27:43
12912,1,200182442,2023-04-27 12:53:01
12912,2,200182442,2023-04-27 16:00:23
12912,3,200182442,2023-04-27 17:27:08
12912,4,200182442,2023-04-27 18:54:16
12912,1,200191087,2023-10-04 09:19:17
12912,2,200191087,2023-10-04 12:51:42
12912,3,200191087,2023-10-04 14:02:10
12912,4,200191087,2023-10-04 15:45:53
12912,1,200191387,2023-10-11 12:57:31
12912,2,200191387,2023-10-11 16:35:00
12912,3,200191387,2023-10-11 17:44:34
12912,4,200191387,2023-10-11 19:20:03
12912,1,200191389,2023-10-19 09:08:24
12912,2,200191389,2023-10-19 12:30:46
12912,3,200191389,2023-10-19 13:29:01
12912,4,200191389,2023-10-19 14:51:25
12912,1,200191391,2023-10-25 08:04:19
12912,2,200191391,2023-10-25 11:14:14
12912,3,200191391,2023-10-25 12:12:45
12912,4,200191391,2023-10-25 13:55:31
12912,1,200191394,2023-10-26 07:13:26
12912,2,200191394,2023-10-26 10:33:23
12912,3,200191394,2023-10-26 11:32:36
12912,4,200191394,2023-10-26 13:08:45
12912,1,200191397,2023-11-02 10:05:04
12912,2,200191397,2023-11-02 13:06:39
12912,3,200191397,2023-11-02 13:55:36
12912,4,200191397,2023-11-02 15:41:37
12912,1,200191400,2023-11-08 09:31:45
12912,2,200191400,2023-11-08 12:46:23
12912,3,200191400,2023-11-08 13:38:49
12912,4,200191400,2023-11-08 15:11:21
12912,1,200195717,2023-11-09 09:48:01
12912,2,200195717,2023-11-09 13:22:01
12912,3,200195717,2023-11-09 14:22:12
12912,4,200195717,2023-11-09 15:46:55
12912,1,200195909,2023-11-15 09:31:55
12912,2,200195909,2023-11-15 12:39:45
12912,3,200195909,2023-11-15 13:28:22
12912,4,200195909,2023-11-15 15:07:19
12912,1,200196317,2023-11-10 10:06:00
12912,2,200196317,2023-11-10 13:27:10
12912,3,200196317,2023-11-10 14:17:29
12912,4,200196317,2023-11-10 15:51:20
12912,1,200196400,2023-11-16 08:24:46
12912,2,200196400,2023-11-16 11:24:56
12912,3,200196400,2023-11-16 12:13:37
12912,4,200196400,2023-11-16 13:42:27
12912,1,200196440,2023-11-22 08:35:17
12912,2,200196440,2023-11-22 11:34:42
12912,3,200196440,2023-11-22 12:22:27
12912,4,200196440,2023-11-22 14:08:54
12912,1,200196590,2023-11-17 09:25:48
12912,2,200196590,2023-11-17 12:46:45
12912,3,200196590,2023-11-17 13:36:53
12912,4,200196590,2023-11-17 15:20:30
12912,1,200196875,2023-11-24 08:41:48
12912,2,200196875,2023-11-24 11:44:28
12912,3,200196875,2023-11-24 12:33:36
12912,4,200196875,2023-11-24 14:36:40
12912,1,200196876,2023-12-06 07:47:18
12912,2,200196876,2023-12-06 11:20:42
12912,3,200196876,2023-12-06 12:07:10
12912,4,200196876,2023-12-06 13:56:41
12912,1,200196879,2023-12-20 09:35:22
12912,2,200196879,2023-12-20 11:56:45
12912,3,200196879,2023-12-20 12:41:56
12912,4,200196879,2023-12-20 14:25:08
12912,1,200196881,2023-12-21 10:19:56
12912,2,200196881,2023-12-21 13:39:28
12912,3,200196881,2023-12-21 14:37:27
12912,4,200196881,2023-12-21 16:13:35
12912,1,200196886,2024-01-19 08:28:55
12912,2,200196886,2024-01-19 12:00:25
12912,3,200196886,2024-01-19 12:50:46
12912,4,200196886,2024-01-19 15:26:52
12912,1,200196888,2024-01-25 08:38:02
12912,2,200196888,2024-01-25 11:55:47
12912,3,200196888,2024-01-25 13:03:14
12912,4,200196888,2024-01-25 14:44:03
12912,1,200196889,2024-01-29 08:17:55
12912,2,200196889,2024-01-29 11:05:21
12912,3,200196889,2024-01-29 11:54:48
12912,4,200196889,2024-01-29 13:38:17
12912,1,200196893,2024-01-22 08:32:16
12912,2,200196893,2024-01-22 11:32:48
12912,3,200196893,2024-01-22 12:22:40
12912,4,200196893,2024-01-22 14:01:55
12912,1,200196897,2024-02-07 10:22:03
12912,2,200196897,2024-02-07 14:03:17
12912,3,200196897,2024-02-07 14:45:52
12912,4,200196897,2024-02-07 16:24:51
12912,1,200196899,2024-02-12 10:28:58
12912,2,200196899,2024-02-12 13:43:15
12912,3,200196899,2024-02-12 14:31:08
12912,4,200196899,2024-02-12 16:08:23
12912,1,200196904,2024-01-31 08:10:17
12912,2,200196904,2024-01-31 11:26:15
12912,3,200196904,2024-01-31 12:13:35
12912,4,200196904,2024-01-31 14:06:59
12912,1,200196906,2024-01-24 08:59:36
12912,2,200196906,2024-01-24 12:38:14
12912,3,200196906,2024-01-24 13:26:48
12912,4,200196906,2024-01-24 15:15:05
12912,1,200196907,2024-02-09 09:19:24
12912,2,200196907,2024-02-09 12:45:00
12912,3,200196907,2024-02-09 13:32:04
12912,4,200196907,2024-02-09 15:32:21
12912,1,200196908,2024-02-05 09:22:23
12912,2,200196908,2024-02-05 12:13:24
12912,3,200196908,2024-02-05 13:03:33
12912,4,200196908,2024-02-05 14:55:28
12912,1,200199660,2024-02-14 10:50:17
12912,2,200199660,2024-02-14 14:08:59
12912,3,200199660,2024-02-14 15:02:43
12912,4,200199660,2024-02-14 16:38:22
12912,1,200200219,2024-03-06 12:24:35
12912,2,200200219,2024-03-06 15:54:11
12912,3,200200219,2024-03-06 16:45:46
12912,4,200200219,2024-03-06 18:30:12
12912,1,200200225,2024-02-16 11:18:06
12912,2,200200225,2024-02-16 14:49:12
12912,3,200200225,2024-02-16 15:47:52
12912,4,200200225,2024-02-16 17:21:18
12912,1,200200226,2024-03-04 09:18:29
12912,2,200200226,2024-03-04 12:44:40
12912,3,200200226,2024-03-04 13:42:27
12912,4,200200226,2024-03-04 15:23:42
12912,1,200200229,2024-06-05 06:22:08
12912,2,200200229,2024-06-05 09:50:19
12912,3,200200229,2024-06-05 10:39:52
12912,4,200200229,2024-06-05 12:12:05
12912,1,200200372,2024-03-11 09:36:53
12912,2,200200372,2024-03-11 12:56:58
12912,3,200200372,2024-03-11 13:48:03
12912,4,200200372,2024-03-11 15:35:51
12912,1,200200374,2024-03-14 09:25:20
12912,2,200200374,2024-03-14 12:56:53
12912,3,200200374,2024-03-14 13:49:55
12912,4,200200374,2024-03-14 15:31:43
12912,1,200200375,2024-04-19 07:16:39
12912,2,200200375,2024-04-19 10:48:02
12912,3,200200375,2024-04-19 11:35:30
12912,4,200200375,2024-04-19 13:12:45
12912,1,200200377,2024-04-15 07:45:27
12912,2,200200377,2024-04-15 10:52:55
12912,3,200200377,2024-04-15 11:42:32
12912,4,200200377,2024-04-15 13:25:41
12912,1,200200380,2024-03-18 08:40:15
12912,2,200200380,2024-03-18 12:12:21
12912,3,200200380,2024-03-18 12:44:51
12912,4,200200380,2024-03-18 12:59:37
12912,4,200200380,2024-03-18 14:44:06
12912,1,200200383,2024-04-25 10:26:20
12912,2,200200383,2024-04-25 14:04:03
12912,3,200200383,2024-04-25 14:56:15
12912,4,200200383,2024-04-25 16:21:53
12912,1,200200384,2024-04-17 07:21:36
12912,2,200200384,2024-04-17 10:44:20
12912,3,200200384,2024-04-17 11:33:00
12912,4,200200384,2024-04-17 13:18:19
12912,1,200200385,2024-03-25 08:41:50
12912,2,200200385,2024-03-25 12:20:00
12912,3,200200385,2024-03-25 13:18:49
12912,4,200200385,2024-03-25 14:57:33
12912,1,200200386,2024-03-27 08:44:57
12912,2,200200386,2024-03-27 12:10:22
12912,3,200200386,2024-03-27 13:10:40
12912,4,200200386,2024-03-27 14:02:37
12912,1,200200387,2024-03-13 11:03:21
12912,2,200200387,2024-03-13 14:30:55
12912,3,200200387,2024-03-13 15:23:43
12912,4,200200387,2024-03-13 17:00:12
12912,1,200202545,2024-04-18 06:47:44
12912,2,200202545,2024-04-18 10:19:47
12912,3,200202545,2024-04-18 11:08:08
12912,4,200202545,2024-04-18 12:48:30
12912,1,200202548,2024-04-22 08:20:24
12912,2,200202548,2024-04-22 11:38:01
12912,3,200202548,2024-04-22 12:24:04
12912,4,200202548,2024-04-22 14:05:00
12912,1,200202550,2024-04-24 08:30:28
12912,2,200202550,2024-04-24 11:49:54
12912,3,200202550,2024-04-24 12:35:41
12912,4,200202550,2024-04-24 14:21:31
12912,1,200202552,2024-04-26 10:27:46
12912,2,200202552,2024-04-26 13:57:10
12912,3,200202552,2024-04-26 14:52:57
12912,4,200202552,2024-04-26 16:22:41
12912,1,200202555,2024-05-02 06:57:07
12912,2,200202555,2024-05-02 10:21:13
12912,3,200202555,2024-05-02 11:16:57
12912,4,200202555,2024-05-02 12:47:56
12912,1,200203877,2024-05-16 06:30:23
12912,2,200203877,2024-05-16 09:57:10
12912,3,200203877,2024-05-16 10:45:08
12912,4,200203877,2024-05-16 12:29:45
12912,1,200205522,2024-07-11 07:17:30
12912,2,200205522,2024-07-11 10:45:54
12912,3,200205522,2024-07-11 11:34:03
12912,4,200205522,2024-07-11 13:13:29
12912,1,200205524,2024-06-06 07:04:48
12912,2,200205524,2024-06-06 10:20:05
12912,3,200205524,2024-06-06 11:13:12
12912,4,200205524,2024-06-06 13:10:33
12912,1,200205526,2024-05-20 07:27:38
12912,2,200205526,2024-05-20 10:45:06
12912,3,200205526,2024-05-20 11:34:05
12912,4,200205526,2024-05-20 13:09:30
12912,1,200205532,2024-05-29 08:19:01
12912,2,200205532,2024-05-29 11:37:47
12912,3,200205532,2024-05-29 12:28:24
12912,4,200205532,2024-05-29 14:06:02
12912,1,200205534,2024-05-31 08:50:57
12912,2,200205534,2024-05-31 12:20:00
12912,3,200205534,2024-05-31 13:08:43
12912,4,200205534,2024-05-31 14:51:34
12912,1,200205535,2024-06-03 07:59:15
12912,2,200205535,2024-06-03 11:12:57
12912,3,200205535,2024-06-03 12:04:34
12912,4,200205535,2024-06-03 13:38:10
12912,1,200205679,2024-07-10 07:30:02
12912,2,200205679,2024-07-10 07:30:12
12912,3,200205679,2024-07-10 11:53:59
12912,4,200205679,2024-07-10 13:39:04
12912,1,200205685,2024-06-13 06:09:41
12912,2,200205685,2024-06-13 09:36:45
12912,3,200205685,2024-06-13 10:27:13
12912,4,200205685,2024-06-13 12:04:30
12912,1,200205687,2024-07-05 07:43:06
12912,2,200205687,2024-07-05 11:13:40
12912,3,200205687,2024-07-05 12:01:21
12912,4,200205687,2024-07-05 13:43:20
12912,1,200205691,2024-06-17 10:02:16
12912,2,200205691,2024-06-17 13:23:12
12912,3,200205691,2024-06-17 14:10:12
12912,4,200205691,2024-06-17 16:01:48
12912,1,200205693,2024-06-19 08:48:53
12912,2,200205693,2024-06-19 11:59:00
12912,3,200205693,2024-06-19 12:49:47
12912,4,200205693,2024-06-19 14:33:48
12912,1,200205695,2024-07-03 07:43:09
12912,2,200205695,2024-07-03 11:00:11
12912,3,200205695,2024-07-03 11:49:07
12912,4,200205695,2024-07-03 13:19:16
12912,1,200205697,2024-06-21 06:57:42
12912,2,200205697,2024-06-21 10:21:24
12912,3,200205697,2024-06-21 11:08:21
12912,4,200205697,2024-06-21 12:33:17
12912,1,200205698,2024-07-01 06:51:18
12912,2,200205698,2024-07-01 10:03:05
12912,3,200205698,2024-07-01 10:54:56
12912,4,200205698,2024-07-01 12:34:42
12912,1,200209962,2024-07-15 08:00:20
12912,2,200209962,2024-07-15 11:17:43
12912,3,200209962,2024-07-15 12:06:11
12912,4,200209962,2024-07-15 13:48:32
12912,1,200209968,2024-07-18 07:59:58
12912,2,200209968,2024-07-18 11:28:38
12912,3,200209968,2024-07-18 12:27:17
12912,4,200209968,2024-07-18 14:01:51
12912,1,200209969,2024-07-17 08:20:47
12912,2,200209969,2024-07-17 11:48:39
12912,3,200209969,2024-07-17 12:35:07
12912,4,200209969,2024-07-17 14:20:40
12912,1,200209971,2024-07-22 07:31:50
12912,2,200209971,2024-07-22 11:03:11
12912,3,200209971,2024-07-22 11:50:43
12912,4,200209971,2024-07-22 13:36:12
12912,1,200209978,2024-07-24 06:41:35
12912,2,200209978,2024-07-24 10:17:10
12912,3,200209978,2024-07-24 11:04:44
12912,4,200209978,2024-07-24 12:43:33
12912,1,200209980,2024-07-25 07:44:43
12912,2,200209980,2024-07-25 11:18:25
12912,3,200209980,2024-07-25 12:08:37
12912,4,200209980,2024-07-25 13:47:25
